Ngày,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
11/1/2021,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002.1,1002.1,1002.1,1002.1,1002.1,1002,1002,1002,1002,1002,1002,1002,1002,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002,1002
12/1/2021,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6
1/13/2021,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5
1/14/2021,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5
1/15/2021,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.6,1061.6,1061.6,1061.6,1061.6,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.5,1061.5,1061.5,1061.5
1/16/2021,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1061.5,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6
1/17/2021,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,984.1,988.3,988.3,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4
1/18/2021,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1058.1,1058,1058,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5
1/19/2021,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4
1/20/2021,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1060.3,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4
1/21/2021,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1061.5,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4
1/22/2021,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.6,1061.6,1061.6,1061.6,1061.5,1061.5,1061.5,1061.5,1061.5,1052.4,1061.5,1061.5,1061.5,1061.5,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.5,1061.5,1061.5
1/23/2021,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1011,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7
1/24/2021,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.4,988.4,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,970.3,976.7,984,986.5,988.3,988.3,988.3,988.3,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.3,988.3,988.3
1/25/2021,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4
1/26/2021,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4
1/27/2021,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.8,966.8,966.8,966.8,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.7,966.7,966.7
1/28/2021,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6
1/29/2021,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5
1/30/2021,918.6,918.6,918.6,918.6,918.6,918.6,918.6,918.6,918.6,918.6,918.6,918.6,918.6,918.7,918.6,918.7,918.6,918.6,918.6,914.4,914.3,912.1,914.4,916.8,916.9,918.6,918.6,918.6,918.6,918.6,918.6,918.6,918.6,918.6,918.7,918.7,918.7,918.7,918.7,918.7,918.7,918.7,918.7,918.7,918.6,918.6,918.6,918.6
1/31/2021,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.7,966.7,966.7
1/2/2021,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4
2/2/2021,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8
3/2/2021,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7
4/2/2021,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.5,964.5,964.5,964.5,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.5,964.5,964.5,964.5,964.5,964.5,964.5,964.5,964.5,964.5,964.5,964.5,964.5,964.5,964.5,964.5,964.4,964.4,964.4,964.4
5/2/2021,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4
6/2/2021,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.6,963.6
7/2/2021,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,962.1,962.1,962.1,962.1,963.6,963.6,963.6,963.6,963.6,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.6,963.6,963.6,963.6
8/2/2021,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6
9/2/2021,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,910.5,898,881.5,893.5,908.2,907.7,907.7,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1
10/2/2021,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,895.9,881.5,876.1,876.1,881.5,881.5,881.5,893.5,904.4,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1
11/2/2021,916.8,916.8,916.8,916.8,916.8,916.8,916.8,916.8,916.8,916.8,916.8,916.8,916.8,916.8,916.8,916.8,916.8,916.8,916.8,898.2,876.1,861.8,865.9,876.1,876.1,876.1,896.5,911.3,916.8,916.8,916.8,916.8,916.8,916.8,916.8,916.8,916.8,916.8,916.8,916.8,916.8,916.8,916.8,916.8,916.8,916.8,916.8,916.8
12/2/2021,888.5,888.5,888.5,888.5,888.5,888.5,888.5,888.5,888.5,888.5,888.5,888.5,888.5,888.5,888.5,888.5,888.5,888.5,881.5,861.2,782.8,756.1,782.8,865.9,865.9,865.9,865.9,865.9,876.1,881.5,888.5,888.5,888.5,888.5,888.5,888.5,888.5,888.5,888.5,888.5,888.5,888.5,888.5,888.5,888.5,888.5,888.5,888.5
2/13/2021,894.6,894.6,894.6,894.6,894.6,894.6,894.6,894.6,894.6,894.6,894.6,894.6,894.6,894.6,894.6,894.6,894.6,894.6,894.6,865.9,815.8,762.8,815.8,865.9,865.9,865.9,865.9,876.1,881.5,894.6,894.6,894.6,894.6,894.6,894.6,894.6,894.6,894.6,894.6,894.6,894.6,894.6,894.6,894.6,894.6,894.6,894.6,894.6
2/14/2021,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,899.9,881.5,865.9,865.9,865.9,865.9,865.9,876.1,881.5,903,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1
2/15/2021,890.2,890.2,890.2,890.2,890.2,890.2,890.2,890.2,890.2,890.2,890.2,890.2,890.2,890.2,890.2,890.2,890.2,890.2,890.2,876.1,865.9,865.9,865.9,876.1,876.1,876.1,881.5,888.4,890.2,890.2,890.2,890.2,890.2,890.2,890.2,890.2,890.2,890.2,890.2,890.2,890.2,890.2,890.2,890.2,890.2,890.2,890.2,890.2
2/16/2021,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,949.5,951.5,953.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6
2/17/2021,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.7,963.7,963.7,963.7,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.6,963.6,963.6
2/18/2021,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4
2/19/2021,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4
2/20/2021,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4
2/21/2021,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,963.6,945.5,946.1,951.5,963.6,963.6,963.6,963.6,963.6,963.6,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.7,963.6,963.6,963.6,963.6
2/22/2021,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.4,988.4,988.4,988.4,988.4,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.3
2/23/2021,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.3,988.3,988.3,988.3,988.3,988.3,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.3,988.3
2/24/2021,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.4,988.4,988.4,988.4,988.4,988.4,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.3,988.3
2/25/2021,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4
2/26/2021,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002.1,1002.1,1002.1,1002.1,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002,1002,1002
2/27/2021,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4
2/28/2021,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.4,963.6,963.6,963.6,964.4,964.4,964.4,964.4,964.4,964.4,964.4,964.5,964.5,964.5,964.5,964.5,964.5,964.5,964.5,964.5,964.5,964.5,964.4,964.4,964.4,964.4
1/3/2021,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.4,988.4,988.4,988.4,988.4,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.3,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.3,988.3
2/3/2021,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7
3/3/2021,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4
4/3/2021,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002.1,1002.1,1002.1,1002.1,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002,1002,1002
5/3/2021,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1
